e,cprov,nprov,year,quarter,pop_tot,pop_men,pop_wom,pop25_39,pop40_49,pop50_64,pop65,suicide_men,suicide_wom,suicide_total,suicide_age40_49,suicide_age50_64,suicide_age65,suicide_age25_39,rate_tot_lag0,rate_men_lag0,rate_wom_lag0,rate_tot_lag3,rate_men_lag3,rate_wom_lag3,rate_tot_lag6,rate_men_lag6,rate_wom_lag6,rate_tot_lag9,rate_men_lag9,rate_wom_lag9,rate_tot_lag12,rate_men_lag12,rate_wom_lag12,rate_tot_lag15,rate_men_lag15,rate_wom_lag15,rate_tot_lag18,rate_men_lag18,rate_wom_lag18,rate_tot_lag21,rate_men_lag21,rate_wom_lag21,rate_tot_lag24,rate_men_lag24,rate_wom_lag24
88,2,Albacete,2000,4,248949,121739,127210,88300,44563,52237,63849,3,1,4,0,2,1,1,12.74,8.4,20.17,10.6,7.03,16.67,12.9,8.13,20.96,15.08,10,23.86,15.83,10.5,25.48,16.19,9.56,28.05,17,11.16,26.76,18.35,12.2,28.72,21.23,14.38,33.03
89,2,Albacete,2001,1,249939,122242,127697,88433,45103,52190,64214,2,1,3,1,0,1,1,10.88,7.56,16.49,12.74,8.4,20.17,10.6,7.03,16.67,12.9,8.13,20.96,15.08,10,23.86,15.83,10.5,25.48,16.19,9.56,28.05,17,11.16,26.76,18.35,12.2,28.72
90,2,Albacete,2001,2,250933,122741,128192,88591,45645,52119,64579,5,3,8,2,1,3,2,7.13,5.01,10.72,10.88,7.56,16.49,12.74,8.4,20.17,10.6,7.03,16.67,12.9,8.13,20.96,15.08,10,23.86,15.83,10.5,25.48,16.19,9.56,28.05,17,11.16,26.76
91,2,Albacete,2001,3,251971,123270,128702,88787,46202,52051,64932,7,3,10,1,0,4,5,8,4.99,12.78,7.13,5.01,10.72,10.88,7.56,16.49,12.74,8.4,20.17,10.6,7.03,16.67,12.9,8.13,20.96,15.08,10,23.86,15.83,10.5,25.48,16.19,9.56,28.05
92,2,Albacete,2001,4,253097,123858,129243,89059,46787,51990,65262,7,1,8,0,3,2,3,6.53,4.13,10.73,8,4.99,12.78,7.13,5.01,10.72,10.88,7.56,16.49,12.74,8.4,20.17,10.6,7.03,16.67,12.9,8.13,20.96,15.08,10,23.86,15.83,10.5,25.48
93,2,Albacete,2002,1,254256,124483,129777,89358,47358,51988,65552,4,3,7,0,3,3,1,6.58,3.49,12,6.53,4.13,10.73,8,4.99,12.78,7.13,5.01,10.72,10.88,7.56,16.49,12.74,8.4,20.17,10.6,7.03,16.67,12.9,8.13,20.96,15.08,10,23.86
94,2,Albacete,2002,2,255481,125182,130299,89712,47901,52104,65763,6,1,7,1,1,3,2,5.43,4,7.95,6.58,3.49,12,6.53,4.13,10.73,8,4.99,12.78,7.13,5.01,10.72,10.88,7.56,16.49,12.74,8.4,20.17,10.6,7.03,16.67,12.9,8.13,20.96
95,2,Albacete,2002,3,256762,125912,130848,90083,48451,52222,66006,11,2,13,1,3,6,3,7.46,4.64,12.07,5.43,4,7.95,6.58,3.49,12,6.53,4.13,10.73,8,4.99,12.78,7.13,5.01,10.72,10.88,7.56,16.49,12.74,8.4,20.17,10.6,7.03,16.67
96,2,Albacete,2002,4,258155,126703,131451,90487,49014,52342,66312,4,0,4,0,1,3,0,8.27,5.26,13.26,7.46,4.64,12.07,5.43,4,7.95,6.58,3.49,12,6.53,4.13,10.73,8,4.99,12.78,7.13,5.01,10.72,10.88,7.56,16.49,12.74,8.4,20.17
97,2,Albacete,2003,1,259517,127469,132048,90863,49581,52507,66566,8,1,9,0,2,5,2,8.05,6.33,10.9,8.27,5.26,13.26,7.46,4.64,12.07,5.43,4,7.95,6.58,3.49,12,6.53,4.13,10.73,8,4.99,12.78,7.13,5.01,10.72,10.88,7.56,16.49
98,2,Albacete,2003,2,260817,128184,132632,91184,50153,52762,66718,8,1,9,3,3,2,1,7.51,6.96,8.46,8.05,6.33,10.9,8.27,5.26,13.26,7.46,4.64,12.07,5.43,4,7.95,6.58,3.49,12,6.53,4.13,10.73,8,4.99,12.78,7.13,5.01,10.72
99,2,Albacete,2003,3,262100,128892,133207,91510,50726,53009,66856,7,2,9,0,3,5,1,7.74,5.29,11.75,7.51,6.96,8.46,8.05,6.33,10.9,8.27,5.26,13.26,7.46,4.64,12.07,5.43,4,7.95,6.58,3.49,12,6.53,4.13,10.73,8,4.99,12.78
100,2,Albacete,2003,4,263347,129587,133762,91844,51297,53240,66966,5,0,5,0,0,1,4,7.5,4.57,12.04,7.74,5.29,11.75,7.51,6.96,8.46,8.05,6.33,10.9,8.27,5.26,13.26,7.46,4.64,12.07,5.43,4,7.95,6.58,3.49,12,6.53,4.13,10.73
101,2,Albacete,2004,1,264574,130266,134311,92116,51899,53553,67005,2,4,6,1,0,4,1,9.38,6.34,14.1,7.5,4.57,12.04,7.74,5.29,11.75,7.51,6.96,8.46,8.05,6.33,10.9,8.27,5.26,13.26,7.46,4.64,12.07,5.43,4,7.95,6.58,3.49,12
102,2,Albacete,2004,2,265758,130913,134847,92264,52563,54031,66901,9,4,13,2,4,5,2,7.73,4.96,12.36,9.38,6.34,14.1,7.5,4.57,12.04,7.74,5.29,11.75,7.51,6.96,8.46,8.05,6.33,10.9,8.27,5.26,13.26,7.46,4.64,12.07,5.43,4,7.95
103,2,Albacete,2004,3,267013,131601,135413,92474,53222,54511,66806,10,1,11,1,1,6,3,9.05,4.73,16.1,7.73,4.96,12.36,9.38,6.34,14.1,7.5,4.57,12.04,7.74,5.29,11.75,7.51,6.96,8.46,8.05,6.33,10.9,8.27,5.26,13.26,7.46,4.64,12.07
104,2,Albacete,2004,4,268407,132371,136036,92810,53872,54995,66731,5,4,9,3,1,5,0,9.86,5.55,16.39,9.05,4.73,16.1,7.73,4.96,12.36,9.38,6.34,14.1,7.5,4.57,12.04,7.74,5.29,11.75,7.51,6.96,8.46,8.05,6.33,10.9,8.27,5.26,13.26
105,2,Albacete,2005,1,269700,133092,136607,93104,54502,55304,66789,8,2,10,3,2,2,3,10.84,7.5,16.23,9.86,5.55,16.39,9.05,4.73,16.1,7.73,4.96,12.36,9.38,6.34,14.1,7.5,4.57,12.04,7.74,5.29,11.75,7.51,6.96,8.46,8.05,6.33,10.9
106,2,Albacete,2005,2,270788,133717,137071,93316,55093,55265,67114,6,3,9,0,4,1,4,7.2,3.97,12.33,10.84,7.5,16.23,9.86,5.55,16.39,9.05,4.73,16.1,7.73,4.96,12.36,9.38,6.34,14.1,7.5,4.57,12.04,7.74,5.29,11.75,7.51,6.96,8.46
107,2,Albacete,2005,3,271878,134326,137553,93476,55672,55228,67502,5,1,6,0,1,4,1,10.54,6.89,16.14,7.2,3.97,12.33,10.84,7.5,16.23,9.86,5.55,16.39,9.05,4.73,16.1,7.73,4.96,12.36,9.38,6.34,14.1,7.5,4.57,12.04,7.74,5.29,11.75
108,2,Albacete,2005,4,272973,134904,138070,93532,56228,55194,68019,3,2,5,0,0,3,2,10.78,7.39,15.93,10.54,6.89,16.14,7.2,3.97,12.33,10.84,7.5,16.23,9.86,5.55,16.39,9.05,4.73,16.1,7.73,4.96,12.36,9.38,6.34,14.1,7.5,4.57,12.04
109,2,Albacete,2006,1,274123,135529,138595,93660,56782,55288,68394,6,1,7,1,4,1,1,9.28,5.99,14.53,10.78,7.39,15.93,10.54,6.89,16.14,7.2,3.97,12.33,10.84,7.5,16.23,9.86,5.55,16.39,9.05,4.73,16.1,7.73,4.96,12.36,9.38,6.34,14.1
110,2,Albacete,2006,2,275383,136247,139137,93934,57329,55635,68485,9,1,10,2,0,6,2,10.8,7.14,17.05,9.28,5.99,14.53,10.78,7.39,15.93,10.54,6.89,16.14,7.2,3.97,12.33,10.84,7.5,16.23,9.86,5.55,16.39,9.05,4.73,16.1,7.73,4.96,12.36
111,2,Albacete,2006,3,276679,136977,139702,94217,57900,55991,68571,4,2,6,0,2,3,1,11.76,8.8,16.52,10.8,7.14,17.05,9.28,5.99,14.53,10.78,7.39,15.93,10.54,6.89,16.14,7.2,3.97,12.33,10.84,7.5,16.23,9.86,5.55,16.39,9.05,4.73,16.1
112,2,Albacete,2006,4,278047,137734,140314,94516,58517,56367,68647,4,1,5,0,0,4,1,8.22,6.13,11.59,11.76,8.8,16.52,10.8,7.14,17.05,9.28,5.99,14.53,10.78,7.39,15.93,10.54,6.89,16.14,7.2,3.97,12.33,10.84,7.5,16.23,9.86,5.55,16.39
113,2,Albacete,2007,1,279392,138490,140903,94809,59080,56786,68718,7,1,8,1,1,5,1,9.38,7.83,11.75,8.22,6.13,11.59,11.76,8.8,16.52,10.8,7.14,17.05,9.28,5.99,14.53,10.78,7.39,15.93,10.54,6.89,16.14,7.2,3.97,12.33,10.84,7.5,16.23
114,2,Albacete,2007,2,280690,139245,141445,95087,59534,57289,68780,4,0,4,1,0,2,1,9.07,6.55,12.74,9.38,7.83,11.75,8.22,6.13,11.59,11.76,8.8,16.52,10.8,7.14,17.05,9.28,5.99,14.53,10.78,7.39,15.93,10.54,6.89,16.14,7.2,3.97,12.33
115,2,Albacete,2007,3,281978,139982,141996,95342,59983,57786,68866,6,1,7,1,2,3,1,7.66,5.92,10.14,9.07,6.55,12.74,9.38,7.83,11.75,8.22,6.13,11.59,11.76,8.8,16.52,10.8,7.14,17.05,9.28,5.99,14.53,10.78,7.39,15.93,10.54,6.89,16.14
116,2,Albacete,2007,4,283245,140685,142562,95554,60422,58272,68997,2,3,5,2,0,2,1,10.54,7.82,14.35,7.66,5.92,10.14,9.07,6.55,12.74,9.38,7.83,11.75,8.22,6.13,11.59,11.76,8.8,16.52,10.8,7.14,17.05,9.28,5.99,14.53,10.78,7.39,15.93
117,2,Albacete,2008,1,284394,141299,143097,95660,60836,58757,69142,5,3,8,0,2,4,2,9.95,7.2,13.67,10.54,7.82,14.35,7.66,5.92,10.14,9.07,6.55,12.74,9.38,7.83,11.75,8.22,6.13,11.59,11.76,8.8,16.52,10.8,7.14,17.05,9.28,5.99,14.53
118,2,Albacete,2008,2,285305,141736,143569,95553,61200,59239,69314,11,1,12,1,4,4,3,10.37,9.3,11.84,9.95,7.2,13.67,10.54,7.82,14.35,7.66,5.92,10.14,9.07,6.55,12.74,9.38,7.83,11.75,8.22,6.13,11.59,11.76,8.8,16.52,10.8,7.14,17.05
119,2,Albacete,2008,3,286207,142189,144017,95447,61549,59719,69492,4,0,4,2,0,2,0,11.47,11.49,11.45,10.37,9.3,11.84,9.95,7.2,13.67,10.54,7.82,14.35,7.66,5.92,10.14,9.07,6.55,12.74,9.38,7.83,11.75,8.22,6.13,11.59,11.76,8.8,16.52
120,2,Albacete,2008,4,287090,142671,144418,95342,61868,60196,69684,7,1,8,1,2,3,2,17,15.54,18.96,11.47,11.49,11.45,10.37,9.3,11.84,9.95,7.2,13.67,10.54,7.82,14.35,7.66,5.92,10.14,9.07,6.55,12.74,9.38,7.83,11.75,8.22,6.13,11.59
121,2,Albacete,2009,1,287854,143073,144781,95163,62140,60680,69871,7,0,7,0,1,2,4,18.47,16.87,20.62,17,15.54,18.96,11.47,11.49,11.45,10.37,9.3,11.84,9.95,7.2,13.67,10.54,7.82,14.35,7.66,5.92,10.14,9.07,6.55,12.74,9.38,7.83,11.75
122,2,Albacete,2009,2,288379,143313,145065,94836,62318,61177,70048,7,1,8,0,6,2,0,19.98,20.44,19.35,18.47,16.87,20.62,17,15.54,18.96,11.47,11.49,11.45,10.37,9.3,11.84,9.95,7.2,13.67,10.54,7.82,14.35,7.66,5.92,10.14,9.07,6.55,12.74
123,2,Albacete,2009,3,288923,143566,145356,94502,62517,61679,70226,8,1,9,3,1,4,1,19.17,17.88,20.92,19.98,20.44,19.35,18.47,16.87,20.62,17,15.54,18.96,11.47,11.49,11.45,10.37,9.3,11.84,9.95,7.2,13.67,10.54,7.82,14.35,7.66,5.92,10.14
124,2,Albacete,2009,4,289506,143845,145661,94152,62759,62188,70407,3,3,6,1,2,3,0,21.46,21.13,21.93,19.17,17.88,20.92,19.98,20.44,19.35,18.47,16.87,20.62,17,15.54,18.96,11.47,11.49,11.45,10.37,9.3,11.84,9.95,7.2,13.67,10.54,7.82,14.35
125,2,Albacete,2010,1,290064,144103,145961,93794,62961,62729,70580,6,1,7,2,1,1,3,23.15,22.32,24.29,21.46,21.13,21.93,19.17,17.88,20.92,19.98,20.44,19.35,18.47,16.87,20.62,17,15.54,18.96,11.47,11.49,11.45,10.37,9.3,11.84,9.95,7.2,13.67
126,2,Albacete,2010,2,290570,144320,146249,93420,63080,63332,70738,7,2,9,2,1,1,5,24.06,24.59,23.34,23.15,22.32,24.29,21.46,21.13,21.93,19.17,17.88,20.92,19.98,20.44,19.35,18.47,16.87,20.62,17,15.54,18.96,11.47,11.49,11.45,10.37,9.3,11.84
127,2,Albacete,2010,3,291087,144548,146538,93043,63202,63936,70907,4,2,6,0,4,2,0,22.2,21.11,23.63,24.06,24.59,23.34,23.15,22.32,24.29,21.46,21.13,21.93,19.17,17.88,20.92,19.98,20.44,19.35,18.47,16.87,20.62,17,15.54,18.96,11.47,11.49,11.45
128,2,Albacete,2010,4,291628,144798,146829,92661,63332,64540,71096,5,2,7,1,1,4,1,21.25,21.11,21.43,22.2,21.11,23.63,24.06,24.59,23.34,23.15,22.32,24.29,21.46,21.13,21.93,19.17,17.88,20.92,19.98,20.44,19.35,18.47,16.87,20.62,17,15.54,18.96
129,2,Albacete,2011,1,292133,145028,147103,92287,63458,65145,71243,4,0,4,0,2,1,1,23.31,20.74,26.56,21.25,21.11,21.43,22.2,21.11,23.63,24.06,24.59,23.34,23.15,22.32,24.29,21.46,21.13,21.93,19.17,17.88,20.92,19.98,20.44,19.35,18.47,16.87,20.62
130,2,Albacete,2011,2,292564,145220,147343,91931,63577,65750,71305,3,2,5,3,0,0,2,24.41,21.66,27.84,23.31,20.74,26.56,21.25,21.11,21.43,22.2,21.11,23.63,24.06,24.59,23.34,23.15,22.32,24.29,21.46,21.13,21.93,19.17,17.88,20.92,19.98,20.44,19.35
131,2,Albacete,2011,3,292970,145392,147578,91540,63696,66354,71381,7,1,8,0,2,3,3,25.74,24.45,27.35,24.41,21.66,27.84,23.31,20.74,26.56,21.25,21.11,21.43,22.2,21.11,23.63,24.06,24.59,23.34,23.15,22.32,24.29,21.46,21.13,21.93,19.17,17.88,20.92
132,2,Albacete,2011,4,293327,145523,147802,91077,63812,66957,71482,9,1,10,1,2,4,3,25.4,24.11,26.94,25.74,24.45,27.35,24.41,21.66,27.84,23.31,20.74,26.56,21.25,21.11,21.43,22.2,21.11,23.63,24.06,24.59,23.34,23.15,22.32,24.29,21.46,21.13,21.93
133,2,Albacete,2012,1,293516,145572,147942,90574,63883,67529,71530,11,2,13,2,5,3,3,29.2,25.89,33.13,25.4,24.11,26.94,25.74,24.45,27.35,24.41,21.66,27.84,23.31,20.74,26.56,21.25,21.11,21.43,22.2,21.11,23.63,24.06,24.59,23.34,23.15,22.32,24.29
134,2,Albacete,2012,2,293370,145456,147913,89991,63866,68038,71475,6,2,8,1,3,2,2,32.36,28.01,37.92,29.2,25.89,33.13,25.4,24.11,26.94,25.74,24.45,27.35,24.41,21.66,27.84,23.31,20.74,26.56,21.25,21.11,21.43,22.2,21.11,23.63,24.06,24.59,23.34
135,2,Albacete,2012,3,293255,145352,147903,89392,63847,68543,71472,7,3,10,1,1,6,2,32.17,29.04,36.36,32.36,28.01,37.92,29.2,25.89,33.13,25.4,24.11,26.94,25.74,24.45,27.35,24.41,21.66,27.84,23.31,20.74,26.56,21.25,21.11,21.43,22.2,21.11,23.63
136,2,Albacete,2012,4,293204,145270,147931,88761,63826,69042,71575,5,2,7,1,3,1,2,33.94,28.25,41.15,32.17,29.04,36.36,32.36,28.01,37.92,29.2,25.89,33.13,25.4,24.11,26.94,25.74,24.45,27.35,24.41,21.66,27.84,23.31,20.74,26.56,21.25,21.11,21.43
137,2,Albacete,2013,1,293035,145132,147900,88049,63767,69512,71708,8,2,10,3,3,2,2,33.83,31.23,37.09,33.94,28.25,41.15,32.17,29.04,36.36,32.36,28.01,37.92,29.2,25.89,33.13,25.4,24.11,26.94,25.74,24.45,27.35,24.41,21.66,27.84,23.31,20.74,26.56
138,2,Albacete,2013,2,292631,144881,147749,87175,63632,69925,71899,9,2,11,3,5,3,0,30.59,28.44,33.31,33.83,31.23,37.09,33.94,28.25,41.15,32.17,29.04,36.36,32.36,28.01,37.92,29.2,25.89,33.13,25.4,24.11,26.94,25.74,24.45,27.35,24.41,21.66,27.84
139,2,Albacete,2013,3,292326,144682,147644,86365,63508,70355,72098,7,1,8,2,4,1,1,30.53,27.33,34.54,30.59,28.44,33.31,33.83,31.23,37.09,33.94,28.25,41.15,32.17,29.04,36.36,32.36,28.01,37.92,29.2,25.89,33.13,25.4,24.11,26.94,25.74,24.45,27.35
140,2,Albacete,2013,4,292220,144588,147632,85683,63407,70818,72311,2,0,2,0,1,0,1,29,25.08,33.85,30.53,27.33,34.54,30.59,28.44,33.31,33.83,31.23,37.09,33.94,28.25,41.15,32.17,29.04,36.36,32.36,28.01,37.92,29.2,25.89,33.13,25.4,24.11,26.94
141,2,Albacete,2014,1,292122,144498,147624,85025,63300,71324,72472,5,1,6,1,2,3,0,27.12,27.01,27.26,29,25.08,33.85,30.53,27.33,34.54,30.59,28.44,33.31,33.83,31.23,37.09,33.94,28.25,41.15,32.17,29.04,36.36,32.36,28.01,37.92,29.2,25.89,33.13
142,2,Albacete,2014,2,292041,144418,147623,84412,63182,71916,72531,6,1,7,1,1,3,2,26.62,27.45,25.61,27.12,27.01,27.26,29,25.08,33.85,30.53,27.33,34.54,30.59,28.44,33.31,33.83,31.23,37.09,33.94,28.25,41.15,32.17,29.04,36.36,32.36,28.01,37.92
143,2,Albacete,2014,3,291996,144365,147631,83793,63074,72516,72614,6,3,9,1,2,4,2,29.03,30.01,27.82,26.62,27.45,25.61,27.12,27.01,27.26,29,25.08,33.85,30.53,27.33,34.54,30.59,28.44,33.31,33.83,31.23,37.09,33.94,28.25,41.15,32.17,29.04,36.36
144,2,Albacete,2014,4,292024,144365,147656,83162,62985,73130,72747,6,3,9,3,1,3,2,27.3,23.9,31.54,29.03,30.01,27.82,26.62,27.45,25.61,27.12,27.01,27.26,29,25.08,33.85,30.53,27.33,34.54,30.59,28.44,33.31,33.83,31.23,37.09,33.94,28.25,41.15
145,2,Albacete,2015,1,291988,144330,147656,82498,62911,73722,72857,11,0,11,0,1,8,2,28.82,26.36,31.93,27.3,23.9,31.54,29.03,30.01,27.82,26.62,27.45,25.61,27.12,27.01,27.26,29,25.08,33.85,30.53,27.33,34.54,30.59,28.44,33.31,33.83,31.23,37.09
146,2,Albacete,2015,2,291828,144223,147603,81765,62867,74272,72924,9,1,10,5,1,4,0,24.66,20.98,29.11,28.82,26.36,31.93,27.3,23.9,31.54,29.03,30.01,27.82,26.62,27.45,25.61,27.12,27.01,27.26,29,25.08,33.85,30.53,27.33,34.54,30.59,28.44,33.31
147,2,Albacete,2015,3,291737,144163,147573,81063,62828,74825,73021,8,4,12,4,4,0,4,23.28,21.18,25.85,24.66,20.98,29.11,28.82,26.36,31.93,27.3,23.9,31.54,29.03,30.01,27.82,26.62,27.45,25.61,27.12,27.01,27.26,29,25.08,33.85,30.53,27.33,34.54
148,2,Albacete,2015,4,291784,144195,147587,80425,62797,75384,73179,11,1,12,3,3,2,4,21.97,18.5,26.05,23.28,21.18,25.85,24.66,20.98,29.11,28.82,26.36,31.93,27.3,23.9,31.54,29.03,30.01,27.82,26.62,27.45,25.61,27.12,27.01,27.26,29,25.08,33.85
149,2,Albacete,2016,1,291788,144192,147594,79780,62765,75950,73293,4,1,5,2,1,1,1,24.67,21.96,27.72,21.97,18.5,26.05,23.28,21.18,25.85,24.66,20.98,29.11,28.82,26.36,31.93,27.3,23.9,31.54,29.03,30.01,27.82,26.62,27.45,25.61,27.12,27.01,27.26
150,2,Albacete,2016,2,291703,144119,147584,79123,62731,76532,73316,4,0,4,1,1,1,1,24.27,21.66,27.3,24.67,21.96,27.72,21.97,18.5,26.05,23.28,21.18,25.85,24.66,20.98,29.11,28.82,26.36,31.93,27.3,23.9,31.54,29.03,30.01,27.82,26.62,27.45,25.61
151,2,Albacete,2016,3,291682,144092,147592,78483,62714,77116,73369,4,1,5,2,2,1,0,23.06,21.73,24.58,24.27,21.66,27.3,24.67,21.96,27.72,21.97,18.5,26.05,23.28,21.18,25.85,24.66,20.98,29.11,28.82,26.36,31.93,27.3,23.9,31.54,29.03,30.01,27.82
152,2,Albacete,2016,4,291788,144157,147632,77877,62728,77704,73479,4,1,5,0,2,0,3,23.31,20.24,26.9,23.06,21.73,24.58,24.27,21.66,27.3,24.67,21.96,27.72,21.97,18.5,26.05,23.28,21.18,25.85,24.66,20.98,29.11,28.82,26.36,31.93,27.3,23.9,31.54
153,2,Albacete,2017,1,291777,144137,147640,77250,62684,78258,73584,5,1,6,1,2,2,1,24.48,19.19,30.66,23.31,20.24,26.9,23.06,21.73,24.58,24.27,21.66,27.3,24.67,21.96,27.72,21.97,18.5,26.05,23.28,21.18,25.85,24.66,20.98,29.11,28.82,26.36,31.93
154,2,Albacete,2017,2,291530,143947,147581,76582,62526,78743,73678,4,1,5,1,0,2,2,25.32,22.29,29.12,24.48,19.19,30.66,23.31,20.24,26.9,23.06,21.73,24.58,24.27,21.66,27.3,24.67,21.96,27.72,21.97,18.5,26.05,23.28,21.18,25.85,24.66,20.98,29.11
155,2,Albacete,2017,3,291424,143845,147576,75979,62397,79250,73797,7,3,10,0,5,4,1,20.81,16.92,25.58,25.32,22.29,29.12,24.48,19.19,30.66,23.31,20.24,26.9,23.06,21.73,24.58,24.27,21.66,27.3,24.67,21.96,27.72,21.97,18.5,26.05,23.28,21.18,25.85
156,2,Albacete,2017,4,291596,143916,147679,75506,62324,79800,73966,4,0,4,2,1,1,0,22.01,20.04,24.38,20.81,16.92,25.58,25.32,22.29,29.12,24.48,19.19,30.66,23.31,20.24,26.9,23.06,21.73,24.58,24.27,21.66,27.3,24.67,21.96,27.72,21.97,18.5,26.05
157,2,Albacete,2018,1,291612,143905,147706,74941,62232,80326,74114,3,1,4,1,1,0,2,23.82,18.17,30.79,22.01,20.04,24.38,20.81,16.92,25.58,25.32,22.29,29.12,24.48,19.19,30.66,23.31,20.24,26.9,23.06,21.73,24.58,24.27,21.66,27.3,24.67,21.96,27.72
158,2,Albacete,2018,2,291316,143730,147584,74190,62098,80806,74222,5,1,6,1,1,2,2,20.66,16.59,25.73,23.82,18.17,30.79,22.01,20.04,24.38,20.81,16.92,25.58,25.32,22.29,29.12,24.48,19.19,30.66,23.31,20.24,26.9,23.06,21.73,24.58,24.27,21.66,27.3
159,2,Albacete,2018,3,291190,143647,147541,73512,61994,81306,74377,5,1,6,0,1,3,2,16.86,15.98,18.05,20.66,16.59,25.73,23.82,18.17,30.79,22.01,20.04,24.38,20.81,16.92,25.58,25.32,22.29,29.12,24.48,19.19,30.66,23.31,20.24,26.9,23.06,21.73,24.58
160,2,Albacete,2018,4,291405,143746,147657,72980,61950,81847,74627,7,2,9,2,4,2,1,17.59,14.09,22.16,16.86,15.98,18.05,20.66,16.59,25.73,23.82,18.17,30.79,22.01,20.04,24.38,20.81,16.92,25.58,25.32,22.29,29.12,24.48,19.19,30.66,23.31,20.24,26.9
161,3,Alicante,1999,1,964809,466914,497895,342672,180480,225686,215972,17,3,20,3,3,10,4,12.08,8.62,17.4,14.83,10.86,20.97,15.31,11.46,21.49,17.32,12.54,24.76,19.24,14.67,26.25,19.86,16.46,25.02,20.34,15.87,27.13,22.26,17.45,29.48,22.74,18.11,29.77
162,3,Alicante,1999,2,970282,469711,500572,344375,181901,226600,217407,31,6,37,7,8,12,10,13.01,9.99,17.39,12.08,8.62,17.4,14.83,10.86,20.97,15.31,11.46,21.49,17.32,12.54,24.76,19.24,14.67,26.25,19.86,16.46,25.02,20.34,15.87,27.13,22.26,17.45,29.48
163,3,Alicante,1999,3,975884,472571,503314,346073,183329,227518,218964,23,12,35,7,10,11,7,13.73,10.6,18.34,13.01,9.99,17.39,12.08,8.62,17.4,14.83,10.86,20.97,15.31,11.46,21.49,17.32,12.54,24.76,19.24,14.67,26.25,19.86,16.46,25.02,20.34,15.87,27.13
164,3,Alicante,1999,4,981745,475558,506187,347760,184773,228445,220767,21,9,30,4,7,12,7,14.37,10.77,19.61,13.73,10.6,18.34,13.01,9.99,17.39,12.08,8.62,17.4,14.83,10.86,20.97,15.31,11.46,21.49,17.32,12.54,24.76,19.24,14.67,26.25,19.86,16.46,25.02
165,3,Alicante,2000,1,987530,478511,509019,349394,186276,229341,222518,20,4,24,4,5,8,7,14.76,11.43,19.55,14.37,10.77,19.61,13.73,10.6,18.34,13.01,9.99,17.39,12.08,8.62,17.4,14.83,10.86,20.97,15.31,11.46,21.49,17.32,12.54,24.76,19.24,14.67,26.25
166,3,Alicante,2000,2,993164,481398,511766,350922,187900,230176,224166,16,4,20,1,3,10,6,13.15,8.46,20.12,14.76,11.43,19.55,14.37,10.77,19.61,13.73,10.6,18.34,13.01,9.99,17.39,12.08,8.62,17.4,14.83,10.86,20.97,15.31,11.46,21.49,17.32,12.54,24.76
167,3,Alicante,2000,3,998886,484341,514544,352451,189535,231005,225894,24,8,32,4,8,10,10,13.28,9.3,19.41,13.15,8.46,20.12,14.76,11.43,19.55,14.37,10.77,19.61,13.73,10.6,18.34,13.01,9.99,17.39,12.08,8.62,17.4,14.83,10.86,20.97,15.31,11.46,21.49
168,3,Alicante,2000,4,1004783,487396,517387,353982,191195,231822,227783,21,6,27,2,6,7,12,13.82,9.51,20.32,13.28,9.3,19.41,13.15,8.46,20.12,14.76,11.43,19.55,14.37,10.77,19.61,13.73,10.6,18.34,13.01,9.99,17.39,12.08,8.62,17.4,14.83,10.86,20.97
169,3,Alicante,2001,1,1010657,490428,520229,355566,192817,232666,229608,24,13,37,6,10,10,11,9.64,7.19,13.65,13.82,9.51,20.32,13.28,9.3,19.41,13.15,8.46,20.12,14.76,11.43,19.55,14.37,10.77,19.61,13.73,10.6,18.34,13.01,9.99,17.39,12.08,8.62,17.4
170,3,Alicante,2001,2,1016485,493416,523069,357257,194362,233562,231304,16,7,23,3,2,6,12,10.52,6.35,17.15,9.64,7.19,13.65,13.82,9.51,20.32,13.28,9.3,19.41,13.15,8.46,20.12,14.76,11.43,19.55,14.37,10.77,19.61,13.73,10.6,18.34,13.01,9.99,17.39
171,3,Alicante,2001,3,1024108,497349,526758,359514,196145,235042,233408,23,6,29,5,5,10,9,10.6,8.09,14.75,10.52,6.35,17.15,9.64,7.19,13.65,13.82,9.51,20.32,13.28,9.3,19.41,13.15,8.46,20.12,14.76,11.43,19.55,14.37,10.77,19.61,13.73,10.6,18.34
172,3,Alicante,2001,4,1035321,503173,532147,362902,198404,237687,236329,15,5,20,2,5,9,4,9.28,7.16,12.56,10.6,8.09,14.75,10.52,6.35,17.15,9.64,7.19,13.65,13.82,9.51,20.32,13.28,9.3,19.41,13.15,8.46,20.12,14.76,11.43,19.55,14.37,10.77,19.61
173,3,Alicante,2002,1,1047486,509601,537882,366969,200831,240597,239089,10,3,13,2,3,3,5,10,6.5,15.26,9.28,7.16,12.56,10.6,8.09,14.75,10.52,6.35,17.15,9.64,7.19,13.65,13.82,9.51,20.32,13.28,9.3,19.41,13.15,8.46,20.12,14.76,11.43,19.55
174,3,Alicante,2002,2,1061551,517238,544311,372392,203593,244037,241529,28,3,31,7,4,10,10,11.47,8.93,15.18,10,6.5,15.26,9.28,7.16,12.56,10.6,8.09,14.75,10.52,6.35,17.15,9.64,7.19,13.65,13.82,9.51,20.32,13.28,9.3,19.41,13.15,8.46,20.12
