"","cprov","nprov","year","month","pop","assault","drowning_submersion_suffocation","falls","suicide","transport","total","tmean","anomaly"
"4929",21,"Huelva",2009,9,513489,0,2,2,4,1,9,23.26,0.36
"4930",21,"Huelva",2009,10,513774,1,0,0,2,1,4,20.97,1.79
"4931",21,"Huelva",2009,11,514060,0,2,0,1,2,5,15.3,1.77
"4932",21,"Huelva",2009,12,514345,1,0,0,2,3,6,11.57,0.73
"4933",21,"Huelva",2010,1,514630,0,0,2,1,1,4,10.36,0.33
"4934",21,"Huelva",2010,2,514989,0,2,0,1,1,4,11.55,0.61
"4935",21,"Huelva",2010,3,515349,1,2,0,5,1,9,13.2,-0.29
"4936",21,"Huelva",2010,4,515708,0,0,2,0,1,3,17.35,1.54
"4937",21,"Huelva",2010,5,516067,1,0,0,0,3,4,18.52,-0.68
"4938",21,"Huelva",2010,6,516427,0,0,1,0,2,3,21.94,-1.43
"4939",21,"Huelva",2010,7,516786,0,2,0,3,0,5,27.27,1.6
"4940",21,"Huelva",2010,8,516970,0,1,0,1,5,7,27.93,1.96
"4941",21,"Huelva",2010,9,517154,0,1,1,0,1,3,23.68,0.77
"4942",21,"Huelva",2010,10,517338,0,0,0,1,4,5,17.84,-1.34
"4943",21,"Huelva",2010,11,517521,0,1,0,0,4,5,12.89,-0.64
"4944",21,"Huelva",2010,12,517705,0,0,0,1,0,1,11.66,0.82
"4945",21,"Huelva",2011,1,517889,0,1,0,4,0,5,10.73,0.7
"4946",21,"Huelva",2011,2,518102,0,0,0,2,1,3,11.52,0.58
"4947",21,"Huelva",2011,3,518315,0,4,1,0,4,9,13.25,-0.23
"4948",21,"Huelva",2011,4,518528,0,0,0,2,1,3,17.99,2.18
"4949",21,"Huelva",2011,5,518740,0,1,0,4,5,10,21.09,1.9
"4950",21,"Huelva",2011,6,518953,0,1,0,2,1,4,24.04,0.66
"4951",21,"Huelva",2011,7,519166,0,2,1,2,3,8,25.29,-0.38
"4952",21,"Huelva",2011,8,519302,0,1,1,4,2,8,25.85,-0.12
"4953",21,"Huelva",2011,9,519437,1,0,0,0,3,4,23.46,0.55
"4954",21,"Huelva",2011,10,519572,0,1,0,3,2,6,20.74,1.56
"4955",21,"Huelva",2011,11,519708,1,0,2,2,1,6,13.98,0.44
"4956",21,"Huelva",2011,12,519844,0,2,1,3,1,7,10.11,-0.72
"4957",21,"Huelva",2012,1,519979,0,3,1,1,0,5,9.59,-0.44
"4958",21,"Huelva",2012,2,520017,0,0,1,5,1,7,8.29,-2.65
"4959",21,"Huelva",2012,3,520055,1,2,0,3,3,9,13.8,0.32
"4960",21,"Huelva",2012,4,520093,0,2,1,2,4,9,13.98,-1.83
"4961",21,"Huelva",2012,5,520131,0,1,2,5,2,10,21,1.8
"4962",21,"Huelva",2012,6,520169,0,1,0,5,1,7,24.37,1
"4963",21,"Huelva",2012,7,520207,0,2,2,5,7,16,26.35,0.68
"4964",21,"Huelva",2012,8,520330,0,1,1,2,2,6,26.67,0.7
"4965",21,"Huelva",2012,9,520454,0,0,0,2,1,3,23.07,0.16
"4966",21,"Huelva",2012,10,520577,0,0,0,2,2,4,18.57,-0.61
"4967",21,"Huelva",2012,11,520700,0,3,1,1,0,5,13.82,0.29
"4968",21,"Huelva",2012,12,520824,1,0,1,2,2,6,10.96,0.12
"4969",21,"Huelva",2013,1,520947,0,1,0,2,0,3,10.53,0.5
"4970",21,"Huelva",2013,2,521002,0,0,0,2,5,7,9.62,-1.32
"4971",21,"Huelva",2013,3,521057,0,1,0,4,1,6,12.49,-0.99
"4972",21,"Huelva",2013,4,521112,0,3,0,6,5,14,15.32,-0.49
"4973",21,"Huelva",2013,5,521168,0,0,2,3,2,7,17.37,-1.83
"4974",21,"Huelva",2013,6,521223,0,1,1,8,3,13,22.26,-1.12
"4975",21,"Huelva",2013,7,521278,0,1,2,1,2,6,25.53,-0.14
"4976",21,"Huelva",2013,8,521303,0,1,2,1,1,5,26.5,0.53
"4977",21,"Huelva",2013,9,521327,1,1,1,6,1,10,23.45,0.54
"4978",21,"Huelva",2013,10,521352,0,1,0,3,2,6,19.51,0.33
"4979",21,"Huelva",2013,11,521377,0,2,0,5,1,8,12.44,-1.09
"4980",21,"Huelva",2013,12,521401,0,2,2,3,3,10,10.45,-0.39
"4981",21,"Huelva",2014,1,521426,1,1,0,4,1,7,11.34,1.31
"4982",21,"Huelva",2014,2,521458,0,3,0,0,1,4,10.98,0.04
"4983",21,"Huelva",2014,3,521490,0,0,0,2,0,2,13.34,-0.15
"4984",21,"Huelva",2014,4,521522,0,1,0,2,1,4,17.09,1.28
"4985",21,"Huelva",2014,5,521553,0,2,0,1,4,7,20.03,0.83
"4986",21,"Huelva",2014,6,521585,1,2,0,3,0,6,22.17,-1.21
"4987",21,"Huelva",2014,7,521617,3,3,0,3,1,10,24.07,-1.6
"4988",21,"Huelva",2014,8,521704,0,3,2,4,2,11,25.29,-0.68
"4989",21,"Huelva",2014,9,521790,0,3,2,3,2,10,22.5,-0.41
"4990",21,"Huelva",2014,10,521877,1,1,0,1,2,5,20.74,1.56
"4991",21,"Huelva",2014,11,521964,0,0,0,4,2,6,14.92,1.38
"4992",21,"Huelva",2014,12,522050,0,1,1,1,1,4,9.38,-1.46
"4993",21,"Huelva",2015,1,522137,0,0,0,2,1,3,8.83,-1.2
"4994",21,"Huelva",2015,2,522070,0,0,0,2,2,4,10.16,-0.78
"4995",21,"Huelva",2015,3,522004,0,2,3,0,0,5,13.85,0.37
"4996",21,"Huelva",2015,4,521938,1,0,1,3,1,6,16.93,1.12
"4997",21,"Huelva",2015,5,521871,1,1,0,4,1,7,21.69,2.49
"4998",21,"Huelva",2015,6,521804,1,0,1,8,0,10,23.97,0.6
"4999",21,"Huelva",2015,7,521738,0,2,1,6,7,16,27.65,1.98
"5000",21,"Huelva",2015,8,521723,0,1,2,8,3,14,25.67,-0.3
"5001",21,"Huelva",2015,9,521708,0,0,0,2,2,4,21.56,-1.35
"5002",21,"Huelva",2015,10,521694,0,1,0,1,1,3,19.07,-0.11
"5003",21,"Huelva",2015,11,521679,0,4,0,2,1,7,14.94,1.4
"5004",21,"Huelva",2015,12,521664,0,1,2,2,4,9,13.01,2.18
"5005",21,"Huelva",2016,1,521649,0,1,1,3,0,5,12.13,2.1
"5006",21,"Huelva",2016,2,521605,0,0,1,4,0,5,11.52,0.58
"5007",21,"Huelva",2016,3,521561,1,3,0,2,1,7,11.9,-1.58
"5008",21,"Huelva",2016,4,521516,0,1,0,4,1,6,15.19,-0.62
"5009",21,"Huelva",2016,5,521472,0,4,0,5,1,10,18,-1.2
"5010",21,"Huelva",2016,6,521428,0,0,1,6,4,11,23.69,0.31
"5011",21,"Huelva",2016,7,521384,0,5,1,4,0,10,27.43,1.76
"5012",21,"Huelva",2016,8,521338,0,2,2,3,1,8,27.43,1.46
"5013",21,"Huelva",2016,9,521293,3,2,0,2,2,9,24.21,1.3
"5014",21,"Huelva",2016,10,521248,0,2,0,3,2,7,19.64,0.46
"5015",21,"Huelva",2016,11,521202,1,0,0,2,1,4,13.3,-0.23
"5016",21,"Huelva",2016,12,521156,0,1,0,6,5,12,11.6,0.76
"5017",21,"Huelva",2017,1,521111,0,2,2,1,1,6,9.14,-0.89
"5018",21,"Huelva",2017,2,521195,0,0,2,2,2,6,12.13,1.19
"5019",21,"Huelva",2017,3,521279,0,2,1,2,3,8,13.77,0.29
"5020",21,"Huelva",2017,4,521362,0,1,0,3,3,7,17.5,1.7
"5021",21,"Huelva",2017,5,521446,0,1,1,1,1,4,20.38,1.18
"5022",21,"Huelva",2017,6,521530,0,3,2,0,1,6,25.58,2.2
"5023",21,"Huelva",2017,7,521614,0,0,1,0,2,3,26.15,0.48
"5024",21,"Huelva",2017,8,521759,0,2,3,3,2,10,26.9,0.93
"5025",21,"Huelva",2017,9,521903,0,0,1,4,2,7,23.45,0.55
"5026",21,"Huelva",2017,10,522048,0,0,1,6,1,8,21.89,2.71
"5027",21,"Huelva",2017,11,522193,0,1,2,5,1,9,14.46,0.92
"5028",21,"Huelva",2017,12,522337,0,2,2,2,1,7,10.44,-0.4
"5029",21,"Huelva",2018,1,522482,0,4,0,5,0,9,10.15,0.12
"5030",21,"Huelva",2018,2,522604,1,1,2,0,4,8,9.92,-1.02
"5031",21,"Huelva",2018,3,522726,0,1,0,5,2,8,12.5,-0.98
"5032",21,"Huelva",2018,4,522848,0,2,1,3,0,6,14.85,-0.96
"5033",21,"Huelva",2018,5,522971,0,1,2,3,1,7,17.7,-1.5
"5034",21,"Huelva",2018,6,523093,0,2,2,4,3,11,21.54,-1.83
"5035",21,"Huelva",2018,7,523215,1,0,3,3,4,11,23.6,-2.07
"5036",21,"Huelva",2018,8,523442,0,2,2,3,2,9,27.45,1.48
"5037",21,"Huelva",2018,9,523669,0,2,1,4,2,9,25.28,2.38
"5038",21,"Huelva",2018,10,523896,0,1,1,3,0,5,18.51,-0.67
"5039",21,"Huelva",2018,11,524122,0,0,0,0,1,1,13.5,-0.03
"5040",21,"Huelva",2018,12,524349,0,1,3,1,3,8,11.47,0.63
"5041",22,"Huesca",1999,1,206939,1,0,0,6,3,10,4.06,0.45
"5042",22,"Huesca",1999,2,206896,0,0,2,2,3,7,4.24,-0.17
"5043",22,"Huesca",1999,3,206852,0,0,1,4,2,7,7.63,-0.11
"5044",22,"Huesca",1999,4,206808,0,0,0,2,3,5,10.02,-0.44
"5045",22,"Huesca",1999,5,206765,0,0,1,2,7,10,15.52,1.23
"5046",22,"Huesca",1999,6,206722,0,1,0,2,7,10,17.37,-1.63
"5047",22,"Huesca",1999,7,206678,0,2,0,3,4,9,20.53,-0.75
"5048",22,"Huesca",1999,8,206662,0,0,1,1,7,9,20.86,-0.27
"5049",22,"Huesca",1999,9,206646,1,0,1,4,8,14,17.08,-0.2
"5050",22,"Huesca",1999,10,206630,0,0,2,1,3,6,11.88,-1.3
"5051",22,"Huesca",1999,11,206615,0,1,5,3,8,17,3.94,-3.12
"5052",22,"Huesca",1999,12,206599,0,0,0,4,4,8,3.19,-0.64
"5053",22,"Huesca",2000,1,206583,0,0,3,3,8,14,1.1,-2.52
"5054",22,"Huesca",2000,2,206570,0,1,0,1,2,4,7.16,2.75
"5055",22,"Huesca",2000,3,206556,0,0,2,3,4,9,7.69,-0.04
"5056",22,"Huesca",2000,4,206542,0,0,0,2,5,7,9.21,-1.26
"5057",22,"Huesca",2000,5,206529,0,0,0,1,8,9,15.37,1.08
"5058",22,"Huesca",2000,6,206516,0,0,2,1,1,4,18.22,-0.78
"5059",22,"Huesca",2000,7,206502,0,0,0,3,2,5,19.85,-1.42
"5060",22,"Huesca",2000,8,206498,2,0,0,1,6,9,21.32,0.19
"5061",22,"Huesca",2000,9,206495,0,1,1,2,5,9,18.02,0.74
"5062",22,"Huesca",2000,10,206492,1,0,2,3,2,8,11.86,-1.31
"5063",22,"Huesca",2000,11,206488,0,0,1,3,2,6,6.29,-0.77
"5064",22,"Huesca",2000,12,206484,0,0,1,3,2,6,5.86,2.03
"5065",22,"Huesca",2001,1,206481,0,1,2,1,1,5,4.8,1.18
"5066",22,"Huesca",2001,2,206484,0,0,3,0,1,4,4.73,0.32
"5067",22,"Huesca",2001,3,206487,0,0,1,8,2,11,10.4,2.67
"5068",22,"Huesca",2001,4,206490,0,1,0,1,2,4,9.45,-1.01
"5069",22,"Huesca",2001,5,206492,0,0,1,3,5,9,14.36,0.07
"5070",22,"Huesca",2001,6,206495,0,0,4,4,6,14,19.43,0.43
"5071",22,"Huesca",2001,7,206498,0,1,2,3,4,10,20.22,-1.05
"5072",22,"Huesca",2001,8,206534,0,0,0,2,6,8,22.07,0.94
"5073",22,"Huesca",2001,9,206569,0,0,1,2,6,9,15.44,-1.84
"5074",22,"Huesca",2001,10,206604,0,0,0,2,7,9,14.91,1.74
"5075",22,"Huesca",2001,11,206640,0,0,0,1,6,7,5.04,-2.03
"5076",22,"Huesca",2001,12,206676,0,0,1,3,1,5,0.37,-3.46
"5077",22,"Huesca",2002,1,206711,0,0,1,1,1,3,4.6,0.98
"5078",22,"Huesca",2002,2,206911,0,0,1,2,2,5,6.33,1.92
"5079",22,"Huesca",2002,3,207111,0,0,0,3,4,7,9.07,1.33
"5080",22,"Huesca",2002,4,207311,0,0,0,9,2,11,10.47,0.01
"5081",22,"Huesca",2002,5,207511,0,1,1,1,5,8,12.86,-1.43
"5082",22,"Huesca",2002,6,207711,0,1,0,2,1,4,19.25,0.25
"5083",22,"Huesca",2002,7,207911,1,1,1,2,3,8,20.09,-1.18
"5084",22,"Huesca",2002,8,208168,0,0,2,0,6,8,19.18,-1.96
"5085",22,"Huesca",2002,9,208424,0,2,0,1,4,7,16.19,-1.09
"5086",22,"Huesca",2002,10,208680,0,0,2,4,6,12,12.5,-0.67
"5087",22,"Huesca",2002,11,208937,0,0,0,2,4,6,8.35,1.28
"5088",22,"Huesca",2002,12,209194,0,0,0,3,4,7,6.1,2.27
"5089",22,"Huesca",2003,1,209450,0,0,2,1,2,5,3,-0.62
"5090",22,"Huesca",2003,2,209644,0,0,1,4,2,7,3.21,-1.2
"5091",22,"Huesca",2003,3,209837,0,0,1,3,5,9,9.09,1.36
"5092",22,"Huesca",2003,4,210031,1,0,0,0,4,5,10.66,0.2
"5093",22,"Huesca",2003,5,210225,0,1,2,2,0,5,14.38,0.09
"5094",22,"Huesca",2003,6,210418,0,0,1,1,4,6,22.52,3.52
"5095",22,"Huesca",2003,7,210612,0,1,3,2,6,12,22.46,1.19
"5096",22,"Huesca",2003,8,210800,0,0,1,4,1,6,24.53,3.4
"5097",22,"Huesca",2003,9,210989,0,0,0,4,2,6,16.92,-0.36
"5098",22,"Huesca",2003,10,211178,0,0,1,1,11,13,10.97,-2.2
"5099",22,"Huesca",2003,11,211366,0,0,1,1,6,8,8.17,1.1
"5100",22,"Huesca",2003,12,211554,0,0,0,0,3,3,4.19,0.36
"5101",22,"Huesca",2004,1,211743,0,0,1,1,3,5,4.93,1.31
"5102",22,"Huesca",2004,2,211913,0,1,1,2,3,7,3.62,-0.79
"5103",22,"Huesca",2004,3,212083,0,0,0,0,0,0,5.61,-2.13
"5104",22,"Huesca",2004,4,212252,0,0,0,2,1,3,8.43,-2.03
"5105",22,"Huesca",2004,5,212422,0,0,1,1,1,3,12.88,-1.41
"5106",22,"Huesca",2004,6,212592,0,0,4,1,5,10,19.96,0.96
"5107",22,"Huesca",2004,7,212762,0,0,1,2,12,15,20.38,-0.89
"5108",22,"Huesca",2004,8,213060,0,0,2,1,4,7,21.12,-0.02
"5109",22,"Huesca",2004,9,213359,0,3,0,4,5,12,18.25,0.98
"5110",22,"Huesca",2004,10,213658,0,0,0,0,1,1,13.93,0.76
"5111",22,"Huesca",2004,11,213956,0,0,1,2,3,6,5.58,-1.49
"5112",22,"Huesca",2004,12,214254,0,2,0,4,5,11,3.97,0.14
"5113",22,"Huesca",2005,1,214553,1,1,2,3,1,8,1.25,-2.36
"5114",22,"Huesca",2005,2,214777,0,1,0,1,11,13,1.5,-2.91
"5115",22,"Huesca",2005,3,215002,0,3,1,2,3,9,7.27,-0.47
"5116",22,"Huesca",2005,4,215226,0,3,4,3,7,17,10.37,-0.1
"5117",22,"Huesca",2005,5,215450,0,3,0,1,1,5,15.54,1.25
"5118",22,"Huesca",2005,6,215675,0,3,0,1,3,7,20.72,1.72
"5119",22,"Huesca",2005,7,215899,0,3,2,0,6,11,21.93,0.66
"5120",22,"Huesca",2005,8,216123,0,3,1,0,3,7,20.26,-0.88
"5121",22,"Huesca",2005,9,216348,0,3,2,0,2,7,17.18,-0.1
"5122",22,"Huesca",2005,10,216572,0,3,1,1,4,9,13.39,0.22
"5123",22,"Huesca",2005,11,216796,0,0,2,3,1,6,6.17,-0.9
"5124",22,"Huesca",2005,12,217021,0,1,1,2,1,5,0.74,-3.09
"5125",22,"Huesca",2006,1,217245,0,2,1,3,4,10,3.09,-0.53
"5126",22,"Huesca",2006,2,217437,0,1,2,1,2,6,4.01,-0.4
"5127",22,"Huesca",2006,3,217630,0,4,1,1,2,8,9.12,1.38
"5128",22,"Huesca",2006,4,217822,0,2,1,1,7,11,12.04,1.58
"5129",22,"Huesca",2006,5,218014,0,0,0,2,5,7,16.43,2.14
"5130",22,"Huesca",2006,6,218207,0,2,3,3,4,12,20.21,1.21
"5131",22,"Huesca",2006,7,218399,0,4,1,0,5,10,24.19,2.92
"5132",22,"Huesca",2006,8,218681,0,2,1,3,4,10,19.21,-1.93
"5133",22,"Huesca",2006,9,218963,1,2,0,3,3,9,18.69,1.41
"5134",22,"Huesca",2006,10,219246,0,3,0,1,5,9,15.2,2.03
"5135",22,"Huesca",2006,11,219528,0,3,1,2,4,10,10.16,3.1
"5136",22,"Huesca",2006,12,219810,0,0,1,1,0,2,3.64,-0.19
"5137",22,"Huesca",2007,1,220092,1,0,0,1,1,3,4.4,0.78
"5138",22,"Huesca",2007,2,220404,0,2,1,2,0,5,7.1,2.69
"5139",22,"Huesca",2007,3,220716,0,0,1,3,3,7,7.82,0.08
"5140",22,"Huesca",2007,4,221028,0,2,2,0,3,7,12.71,2.25
"5141",22,"Huesca",2007,5,221339,0,1,1,5,0,7,14.96,0.67
"5142",22,"Huesca",2007,6,221651,1,2,0,0,1,4,18.8,-0.2
"5143",22,"Huesca",2007,7,221963,0,1,0,3,5,9,20.97,-0.3
"5144",22,"Huesca",2007,8,222370,0,1,1,2,3,7,20.37,-0.76
"5145",22,"Huesca",2007,9,222778,0,3,0,2,1,6,17.38,0.1
"5146",22,"Huesca",2007,10,223185,1,4,1,2,7,15,13.45,0.27
"5147",22,"Huesca",2007,11,223592,0,1,2,3,2,8,6.49,-0.57
"5148",22,"Huesca",2007,12,224000,0,2,1,0,1,4,3.94,0.11
"5149",22,"Huesca",2008,1,224407,0,0,1,2,0,3,4.78,1.16
"5150",22,"Huesca",2008,2,224667,0,1,2,1,3,7,6.67,2.26
"5151",22,"Huesca",2008,3,224928,0,2,1,1,2,6,6.62,-1.11
"5152",22,"Huesca",2008,4,225188,0,2,1,1,1,5,9.99,-0.47
"5153",22,"Huesca",2008,5,225448,0,5,1,0,2,8,13.17,-1.12
"5154",22,"Huesca",2008,6,225709,1,2,0,4,0,7,17.15,-1.85
"5155",22,"Huesca",2008,7,225969,0,0,1,1,2,4,20.53,-0.74
"5156",22,"Huesca",2008,8,226102,0,3,1,1,3,8,20.6,-0.54
"5157",22,"Huesca",2008,9,226236,0,0,1,2,1,4,16.12,-1.15
"5158",22,"Huesca",2008,10,226369,0,3,1,1,2,7,11.8,-1.37
"5159",22,"Huesca",2008,11,226502,0,0,0,1,1,2,5.11,-1.96
"5160",22,"Huesca",2008,12,226636,0,2,1,1,2,6,2.87,-0.96
"5161",22,"Huesca",2009,1,226769,0,0,2,1,1,4,2.22,-1.4
"5162",22,"Huesca",2009,2,226756,0,1,1,2,3,7,4.4,-0.01
"5163",22,"Huesca",2009,3,226743,0,1,0,4,1,6,7.85,0.12
"5164",22,"Huesca",2009,4,226730,0,1,1,3,3,8,9.04,-1.42
"5165",22,"Huesca",2009,5,226717,0,1,2,1,3,7,16,1.71
"5166",22,"Huesca",2009,6,226704,0,0,0,0,5,5,19.83,0.84
"5167",22,"Huesca",2009,7,226691,0,1,1,5,2,9,21.79,0.52
"5168",22,"Huesca",2009,8,226707,0,1,1,3,1,6,22.09,0.95
"5169",22,"Huesca",2009,9,226723,0,0,3,1,3,7,16.98,-0.29
"5170",22,"Huesca",2009,10,226739,0,1,1,3,0,5,13.53,0.36
"5171",22,"Huesca",2009,11,226755,0,0,1,0,2,3,8.29,1.22
"5172",22,"Huesca",2009,12,226771,1,1,0,2,3,7,3.7,-0.13
"5173",22,"Huesca",2010,1,226787,0,1,1,4,2,8,2.41,-1.21
"5174",22,"Huesca",2010,2,226780,0,3,2,0,2,7,3.02,-1.39
"5175",22,"Huesca",2010,3,226772,0,1,1,1,2,5,6.15,-1.59
"5176",22,"Huesca",2010,4,226764,0,2,2,4,0,8,10.74,0.28
"5177",22,"Huesca",2010,5,226757,0,0,1,1,3,5,12.21,-2.08
"5178",22,"Huesca",2010,6,226750,0,0,1,1,1,3,16.96,-2.04
"5179",22,"Huesca",2010,7,226742,0,2,1,1,3,7,22.22,0.95
"5180",22,"Huesca",2010,8,226718,0,0,0,1,1,2,20.66,-0.48
"5181",22,"Huesca",2010,9,226693,0,2,0,1,3,6,16.38,-0.89
"5182",22,"Huesca",2010,10,226668,0,3,3,1,7,14,11.34,-1.83
"5183",22,"Huesca",2010,11,226644,0,0,0,1,1,2,5.63,-1.44
"5184",22,"Huesca",2010,12,226620,1,3,2,1,2,9,2.73,-1.1
"5185",22,"Huesca",2011,1,226595,0,0,3,0,3,6,2.83,-0.79
"5186",22,"Huesca",2011,2,226511,0,1,1,0,1,3,5.62,1.21
"5187",22,"Huesca",2011,3,226427,0,0,0,6,1,7,7.14,-0.6
"5188",22,"Huesca",2011,4,226344,0,1,0,1,3,5,13.04,2.58
"5189",22,"Huesca",2011,5,226260,0,0,1,2,3,6,15.78,1.49
"5190",22,"Huesca",2011,6,226176,0,3,1,1,0,5,17.73,-1.27
"5191",22,"Huesca",2011,7,226092,1,0,0,1,4,6,19.24,-2.04
"5192",22,"Huesca",2011,8,226046,0,0,1,1,3,5,21.9,0.76
"5193",22,"Huesca",2011,9,226001,0,1,1,1,1,4,19.2,1.92
"5194",22,"Huesca",2011,10,225956,0,1,2,0,0,3,13.68,0.5
"5195",22,"Huesca",2011,11,225910,0,1,1,3,1,6,9.12,2.06
"5196",22,"Huesca",2011,12,225864,0,2,1,0,2,5,4.78,0.95
"5197",22,"Huesca",2012,1,225819,0,1,0,2,1,4,3.79,0.18
"5198",22,"Huesca",2012,2,225696,0,0,0,0,2,2,1.92,-2.49
"5199",22,"Huesca",2012,3,225572,0,1,1,1,4,7,8.85,1.11
"5200",22,"Huesca",2012,4,225448,0,3,1,0,2,6,8.61,-1.85
"5201",22,"Huesca",2012,5,225325,0,2,3,0,0,5,15.48,1.19
"5202",22,"Huesca",2012,6,225202,0,2,2,0,2,6,19.9,0.9
"5203",22,"Huesca",2012,7,225078,0,0,3,1,3,7,20.34,-0.93
"5204",22,"Huesca",2012,8,225013,0,2,0,2,2,6,22.94,1.8
"5205",22,"Huesca",2012,9,224948,0,2,0,0,0,2,17.29,0.01
"5206",22,"Huesca",2012,10,224884,0,0,4,2,1,7,12.85,-0.32
"5207",22,"Huesca",2012,11,224819,0,1,4,3,1,9,7.49,0.42
"5208",22,"Huesca",2012,12,224754,0,1,0,3,1,5,4.69,0.86
"5209",22,"Huesca",2013,1,224689,0,0,2,2,1,5,3.89,0.28
"5210",22,"Huesca",2013,2,224553,0,1,1,0,0,2,3.19,-1.22
"5211",22,"Huesca",2013,3,224417,0,2,0,0,1,3,6.92,-0.82
"5212",22,"Huesca",2013,4,224280,0,2,2,4,1,9,9.53,-0.93
"5213",22,"Huesca",2013,5,224144,0,1,3,1,5,10,10.14,-4.15
"5214",22,"Huesca",2013,6,224008,0,1,1,2,2,6,16.16,-2.84
"5215",22,"Huesca",2013,7,223872,0,0,0,2,1,3,22.15,0.88
"5216",22,"Huesca",2013,8,223786,0,1,1,3,1,6,20.41,-0.73
"5217",22,"Huesca",2013,9,223701,0,1,4,1,6,12,17.41,0.13
"5218",22,"Huesca",2013,10,223615,0,2,3,3,0,8,14.3,1.13
"5219",22,"Huesca",2013,11,223529,0,1,3,1,0,5,6.78,-0.29
"5220",22,"Huesca",2013,12,223444,0,1,2,1,0,4,3.42,-0.41
"5221",22,"Huesca",2014,1,223358,0,0,3,1,1,5,5.15,1.53
"5222",22,"Huesca",2014,2,223248,0,1,6,0,1,8,4.63,0.22
"5223",22,"Huesca",2014,3,223138,0,0,1,3,2,6,7.96,0.23
"5224",22,"Huesca",2014,4,223028,0,0,2,3,3,8,12.46,2
"5225",22,"Huesca",2014,5,222918,0,0,1,1,1,3,13.11,-1.18
"5226",22,"Huesca",2014,6,222808,0,0,1,3,0,4,18.74,-0.26
"5227",22,"Huesca",2014,7,222698,0,1,3,1,2,7,19.56,-1.71
"5228",22,"Huesca",2014,8,222596,0,1,5,0,0,6,19.97,-1.17
"5229",22,"Huesca",2014,9,222493,0,2,3,0,2,7,18.6,1.32
"5230",22,"Huesca",2014,10,222390,0,2,5,1,4,12,15.62,2.44
"5231",22,"Huesca",2014,11,222288,1,0,0,2,1,4,9.1,2.04
"5232",22,"Huesca",2014,12,222186,0,0,6,2,5,13,4.12,0.29
"5233",22,"Huesca",2015,1,222083,0,2,3,1,2,8,3.46,-0.16
"5234",22,"Huesca",2015,2,221930,0,4,2,3,1,10,3,-1.41
"5235",22,"Huesca",2015,3,221778,0,1,1,3,0,5,8.41,0.67
"5236",22,"Huesca",2015,4,221626,0,3,5,2,3,13,11.65,1.19
"5237",22,"Huesca",2015,5,221473,0,1,3,3,0,7,15.7,1.41
"5238",22,"Huesca",2015,6,221320,0,2,2,2,5,11,19.8,0.8
"5239",22,"Huesca",2015,7,221168,1,2,2,3,1,9,23.55,2.27
"5240",22,"Huesca",2015,8,221071,0,5,1,1,0,7,20.85,-0.28
"5241",22,"Huesca",2015,9,220974,0,1,2,3,2,8,15.63,-1.65
"5242",22,"Huesca",2015,10,220878,0,0,2,3,2,7,12.61,-0.56
"5243",22,"Huesca",2015,11,220781,0,3,1,2,2,8,8.89,1.82
"5244",22,"Huesca",2015,12,220684,0,4,3,1,1,9,6.31,2.48
"5245",22,"Huesca",2016,1,220587,0,1,2,2,1,6,5.57,1.95
"5246",22,"Huesca",2016,2,220485,0,0,2,1,2,5,5.4,0.98
"5247",22,"Huesca",2016,3,220383,1,1,1,2,3,8,6.27,-1.46
"5248",22,"Huesca",2016,4,220280,0,1,4,0,2,7,9.52,-0.95
"5249",22,"Huesca",2016,5,220178,0,3,6,2,1,12,13.16,-1.13
"5250",22,"Huesca",2016,6,220076,0,2,2,1,1,6,18.44,-0.56
"5251",22,"Huesca",2016,7,219974,0,0,1,2,2,5,21.76,0.49
"5252",22,"Huesca",2016,8,219923,0,2,8,1,3,14,21.45,0.31
"5253",22,"Huesca",2016,9,219873,0,3,4,1,5,13,18.38,1.1
"5254",22,"Huesca",2016,10,219822,0,0,3,4,2,9,13.14,-0.03
"5255",22,"Huesca",2016,11,219771,0,0,1,2,2,5,6.68,-0.39
"5256",22,"Huesca",2016,12,219721,0,4,3,1,2,10,3.8,-0.03
"5257",22,"Huesca",2017,1,219670,0,0,9,1,2,12,2.05,-1.57
"5258",22,"Huesca",2017,2,219586,0,2,1,1,0,4,6.11,1.7
"5259",22,"Huesca",2017,3,219503,0,0,4,5,1,10,9.13,1.4
"5260",22,"Huesca",2017,4,219420,0,1,3,2,2,8,10.81,0.34
"5261",22,"Huesca",2017,5,219336,0,3,4,3,2,12,15.56,1.27
"5262",22,"Huesca",2017,6,219252,1,0,4,2,2,9,20.55,1.55
"5263",22,"Huesca",2017,7,219169,2,0,5,2,3,12,21.62,0.35
"5264",22,"Huesca",2017,8,219170,0,1,3,3,3,10,21.39,0.25
"5265",22,"Huesca",2017,9,219171,0,0,4,2,2,8,15.43,-1.85
"5266",22,"Huesca",2017,10,219172,0,0,1,3,1,5,14.31,1.14
"5267",22,"Huesca",2017,11,219172,0,0,6,1,0,7,6.55,-0.52
"5268",22,"Huesca",2017,12,219173,0,0,6,0,4,10,2.68,-1.15
"5269",22,"Huesca",2018,1,219174,0,2,4,4,0,10,4.98,1.37
"5270",22,"Huesca",2018,2,219139,0,0,3,1,2,6,2.35,-2.07
"5271",22,"Huesca",2018,3,219104,0,3,2,3,0,8,5.73,-2.01
"5272",22,"Huesca",2018,4,219069,0,3,2,4,0,9,10.52,0.06
