year,fips,Median_Household_Income_in_Dollars,All_Ages_in_Poverty_Percent
2007,20027,"$42,035",9.5
2006,20027,"$38,717",11.4
2005,20027,"$37,732",10.8
2004,20027,"$37,306",10.5
2003,20027,"$35,111",10.3
2002,20027,"$34,508",10.3
2001,20027,"$34,888",10.3
2000,20027,"$35,360",9.5
1999,20027,"$34,384",11.4
1998,20027,"$34,837",11.4
1997,20027,"$33,910",11.4
1996,20027,NA,NA
1995,20027,"$29,431",11.5
1993,20027,"$26,607",12.6
1989,20027,"$22,096",12.3
2015,20029,"$42,730",12.8
2014,20029,"$42,697",14
2013,20029,"$40,663",14.3
2012,20029,"$40,184",14.7
2011,20029,"$39,763",13.7
2010,20029,"$37,539",16
2009,20029,"$36,200",14.2
2008,20029,"$39,126",13.6
2007,20029,"$35,841",13.1
2006,20029,"$34,497",14.2
2005,20029,"$33,874",12.6
2004,20029,"$32,706",12
2003,20029,"$32,371",11.4
2002,20029,"$30,884",11.8
2001,20029,"$31,359",12
2000,20029,"$32,215",11.6
1999,20029,"$31,124",12.4
1998,20029,"$30,511",13.6
1997,20029,"$29,851",13.4
1996,20029,NA,NA
1995,20029,"$27,154",13
1993,20029,"$24,981",12.8
1989,20029,"$20,734",11.5
2015,20031,"$57,160",9.9
2014,20031,"$55,705",10.9
2013,20031,"$53,487",10.8
2012,20031,"$50,826",10.4
2011,20031,"$54,644",10.5
2010,20031,"$49,727",9.7
2009,20031,"$47,358",11.2
2008,20031,"$49,034",10.1
2007,20031,"$46,571",9
2006,20031,"$45,264",10
2005,20031,"$43,312",8.9
2004,20031,"$43,055",9.2
2003,20031,"$41,485",9.1
2002,20031,"$39,373",9.3
2001,20031,"$38,348",9
2000,20031,"$37,967",8.4
1999,20031,"$36,633",9.6
1998,20031,"$34,915",11.2
1997,20031,"$34,411",10.8
1996,20031,NA,NA
1995,20031,"$29,833",10.3
1993,20031,"$29,164",10.2
1989,20031,"$24,627",10.6
2015,20033,"$43,809",11.4
2014,20033,"$45,353",11.4
2013,20033,"$44,076",11.3
2012,20033,"$42,851",10.3
2011,20033,"$39,975",10.6
2010,20033,"$38,207",10.4
2009,20033,"$36,771",10.3
2008,20033,"$38,193",10.4
2007,20033,"$35,281",9.9
2006,20033,"$34,280",10.6
2005,20033,"$31,964",10.7
2004,20033,"$31,775",9.8
2003,20033,"$31,743",9.3
2002,20033,"$28,875",10.3
2001,20033,"$30,606",9.7
2000,20033,"$30,882",9.7
1999,20033,"$29,524",11.1
1998,20033,"$27,552",13.2
1997,20033,"$27,139",12.6
1996,20033,NA,NA
1995,20033,"$23,712",13.1
1993,20033,"$25,739",10.4
1989,20033,"$24,064",9.5
2015,20035,"$47,851",15.3
2014,20035,"$45,180",15
2013,20035,"$42,341",18.3
2012,20035,"$37,436",18.8
2011,20035,"$40,248",18.4
2010,20035,"$39,155",17.3
2009,20035,"$38,100",15.7
2008,20035,"$45,163",15.9
2007,20035,"$38,145",14.7
2006,20035,"$39,465",15.1
2005,20035,"$37,524",14.9
2004,20035,"$36,990",14.4
2003,20035,"$36,025",13.4
2002,20035,"$35,486",12.7
2001,20035,"$35,195",11.7
2000,20035,"$35,817",11.3
1999,20035,"$34,446",12.9
1998,20035,"$35,621",12.6
1997,20035,"$33,933",12.8
1996,20035,NA,NA
1995,20035,"$30,793",13
1993,20035,"$29,277",13.9
1989,20035,"$26,233",11.9
2015,20037,"$38,139",19.1
2014,20037,"$38,491",20.8
2013,20037,"$36,958",22.2
2012,20037,"$35,365",22.3
2011,20037,"$34,080",22.3
2010,20037,"$35,407",19.2
2009,20037,"$34,753",19.5
2008,20037,"$37,289",18.3
2007,20037,"$35,112",15.6
2006,20037,"$31,645",18.2
2005,20037,"$32,550",19.4
2004,20037,"$31,661",16.4
2003,20037,"$30,858",15.2
2002,20037,"$29,865",14.9
2001,20037,"$29,840",14.3
2000,20037,"$30,576",13.3
1999,20037,"$29,642",14.8
1998,20037,"$29,906",16.3
1997,20037,"$28,442",16.9
1996,20037,NA,NA
1995,20037,"$25,658",16.9
1993,20037,"$23,213",19.6
1989,20037,"$20,497",17.1
2015,20039,"$43,919",12.3
2014,20039,"$41,434",13.9
2013,20039,"$37,789",13.8
2012,20039,"$40,168",13.2
2011,20039,"$37,986",13.5
2010,20039,"$37,081",13.1
2009,20039,"$36,964",13.6
2008,20039,"$36,913",12.5
2007,20039,"$34,873",11.4
2006,20039,"$32,305",14.7
2005,20039,"$30,323",12.2
2004,20039,"$28,977",10.4
2003,20039,"$29,399",10.8
2002,20039,"$29,855",12.6
2001,20039,"$31,009",12.3
2000,20039,"$31,259",11.9
1999,20039,"$30,058",12
1998,20039,"$30,072",13.5
1997,20039,"$28,427",13.3
1996,20039,NA,NA
1995,20039,"$24,763",11.8
1993,20039,"$24,683",12.4
1989,20039,"$19,955",11.5
2015,20041,"$47,570",12.2
2014,20041,"$47,493",11.1
2013,20041,"$49,033",10.9
2012,20041,"$47,962",10.8
2011,20041,"$46,894",11.1
2010,20041,"$45,037",11.6
2009,20041,"$44,307",9.9
2008,20041,"$46,289",9.3
2007,20041,"$45,131",8.6
2006,20041,"$40,773",10.5
2005,20041,"$41,061",8.8
2004,20041,"$38,311",9.3
2003,20041,"$37,192",9.2
2002,20041,"$36,201",8.9
2001,20041,"$36,549",9
2000,20041,"$37,187",8.1
1999,20041,"$35,773",9.4
1998,20041,"$35,200",10.1
1997,20041,"$33,975",9.9
1996,20041,NA,NA
1995,20041,"$30,267",10.8
1993,20041,"$27,278",11.8
1989,20041,"$22,508",11.7
2015,20043,"$47,000",13.2
2014,20043,"$47,599",15
2013,20043,"$46,338",14.3
2012,20043,"$44,524",13.4
2011,20043,"$43,092",14
2010,20043,"$45,202",13
2009,20043,"$41,404",13.4
2008,20043,"$43,036",12.4
2007,20043,"$41,417",12.4
2006,20043,"$38,024",13.6
2005,20043,"$35,147",13.3
2004,20043,"$35,473",12.3
2003,20043,"$33,841",11.6
2002,20043,"$33,270",11.3
2001,20043,"$33,429",11.1
2000,20043,"$34,190",11.1
1999,20043,"$32,783",12.2
1998,20043,"$33,879",14.2
1997,20043,"$32,077",15.1
1996,20043,NA,NA
1995,20043,"$28,307",15.5
1993,20043,"$26,092",16.7
1989,20043,"$22,346",16.2
2015,20045,"$52,447",19.4
2014,20045,"$49,246",19.4
2013,20045,"$51,221",16.6
2012,20045,"$48,813",19.5
2011,20045,"$47,930",16.6
2010,20045,"$47,335",15.6
2009,20045,"$44,309",21.7
2008,20045,"$47,614",17.8
2007,20045,"$44,580",15.4
2006,20045,"$45,797",18.6
2005,20045,"$40,136",15.3
2004,20045,"$39,796",13.3
2003,20045,"$39,000",12.4
2002,20045,"$38,936",11.4
2001,20045,"$38,916",10.9
2000,20045,"$39,183",10.1
1999,20045,"$37,536",11.5
1998,20045,"$39,017",11.4
1997,20045,"$37,248",11.9
1996,20045,NA,NA
1995,20045,"$33,813",12.7
1993,20045,"$31,240",13.6
1989,20045,"$26,402",12.8
2015,20047,"$46,380",10.6
2014,20047,"$49,256",10.5
2013,20047,"$45,687",11.8
2012,20047,"$44,028",12.4
2011,20047,"$43,874",12.2
2010,20047,"$41,800",12.1
2009,20047,"$40,617",11.9
2008,20047,"$39,613",11.7
2007,20047,"$36,876",11.9
2006,20047,"$34,389",13.6
2005,20047,"$33,134",11.8
2004,20047,"$32,024",10.7
2003,20047,"$31,170",11
2002,20047,"$30,307",12.4
2001,20047,"$31,835",12.2
2000,20047,"$32,252",11.5
1999,20047,"$31,494",11.6
1998,20047,"$33,200",13.5
1997,20047,"$31,082",12.1
1996,20047,NA,NA
1995,20047,"$27,716",12.5
1993,20047,"$27,489",12.1
1989,20047,"$23,460",12
2015,20049,"$39,147",17.6
2014,20049,"$36,471",17.4
2013,20049,"$37,537",18.2
2012,20049,"$34,857",18.8
2011,20049,"$34,174",17.5
2010,20049,"$32,619",18.3
2009,20049,"$31,233",19.3
2008,20049,"$32,462",16
2007,20049,"$31,468",17.3
2006,20049,"$30,515",18.3
2005,20049,"$29,315",17.2
2004,20049,"$28,338",15.6
2003,20049,"$27,704",15
2002,20049,"$26,508",16.5
2001,20049,"$26,895",17.5
2000,20049,"$27,778",16.5
1999,20049,"$26,173",16.9
1998,20049,"$24,335",19.1
1997,20049,"$23,604",20.1
1996,20049,NA,NA
1995,20049,"$21,671",19.4
1993,20049,"$19,997",18.3
1989,20049,"$17,344",17.8
2015,20051,"$49,192",12
2014,20051,"$49,508",13
2013,20051,"$47,454",14.4
2012,20051,"$45,969",13
2011,20051,"$41,774",17.2
2010,20051,"$42,409",13.6
2009,20051,"$41,631",12
2008,20051,"$44,846",11.2
2007,20051,"$43,354",12.6
2006,20051,"$39,027",12.7
2005,20051,"$39,422",11.7
2004,20051,"$36,280",10.3
2003,20051,"$35,440",10.6
2002,20051,"$34,112",9.8
2001,20051,"$34,161",9.6
2000,20051,"$34,615",8.8
1999,20051,"$33,285",10.4
1998,20051,"$34,499",10.5
1997,20051,"$33,279",11.2
1996,20051,NA,NA
1995,20051,"$29,935",11.6
1993,20051,"$28,247",12.2
1989,20051,"$24,946",10.8
2015,20053,"$49,986",10.6
2014,20053,"$46,961",12.4
2013,20053,"$48,030",11.4
2012,20053,"$48,874",11.7
2011,20053,"$46,927",11.3
2010,20053,"$41,622",10.8
2009,20053,"$42,616",12
2008,20053,"$42,896",10.5
2007,20053,"$41,775",9.7
2006,20053,"$40,223",10.8
2005,20053,"$38,996",9.4
2004,20053,"$37,617",9.5
2003,20053,"$36,018",9.3
2002,20053,"$35,396",9.5
2001,20053,"$35,536",10.3
2000,20053,"$36,482",8.8
1999,20053,"$34,999",9.4
1998,20053,"$33,903",11
1997,20053,"$31,314",11.5
1996,20053,NA,NA
1995,20053,"$28,312",11.5
1993,20053,"$25,476",11.3
1989,20053,"$21,574",11.5
2015,20055,"$53,245",14.6
2014,20055,"$48,609",18.8
2013,20055,"$46,984",16.8
2012,20055,"$46,496",14.4
2011,20055,"$44,888",16.9
2010,20055,"$46,697",15.2
2009,20055,"$44,364",15.3
2008,20055,"$49,963",13.9
2007,20055,"$51,658",15.4
2006,20055,"$42,621",15
2005,20055,"$40,333",15.2
2004,20055,"$37,390",13.9
2003,20055,"$37,262",13
2002,20055,"$37,149",12.7
2001,20055,"$38,240",12.6
2000,20055,"$39,585",10.8
1999,20055,"$37,596",12.4
1998,20055,"$38,354",10.8
1997,20055,"$36,823",10.8
1996,20055,NA,NA
1995,20055,"$33,607",12
1993,20055,"$31,781",13.6
1989,20055,"$28,641",11.2
2015,20057,"$47,915",13.2
2014,20057,"$51,144",15
2013,20057,"$46,444",14
2012,20057,"$46,668",16.3
2011,20057,"$47,542",13.8
2010,20057,"$43,876",14.1
2009,20057,"$46,554",14.4
2008,20057,"$45,031",13.5
2007,20057,"$45,075",12.7
2006,20057,"$40,567",17.7
2005,20057,"$36,943",13.3
2004,20057,"$36,602",12.3
2003,20057,"$36,464",11.7
2002,20057,"$36,465",11.7
2001,20057,"$37,322",11.9
2000,20057,"$38,331",11.3
1999,20057,"$36,659",12.5
1998,20057,"$36,360",12.3
1997,20057,"$34,434",12
1996,20057,NA,NA
1995,20057,"$32,173",12.7
1993,20057,"$29,029",15.7
1989,20057,"$25,336",12.9
2015,20059,"$51,484",11.7
2014,20059,"$50,745",13.3
2013,20059,"$48,297",14.1
2012,20059,"$48,895",13.6
2011,20059,"$46,553",14.1
2010,20059,"$46,965",11.6
2009,20059,"$46,584",11.2
2008,20059,"$48,591",9.8
2007,20059,"$47,634",9.7
2006,20059,"$45,693",10.5
2005,20059,"$42,296",10.1
2004,20059,"$42,236",10.4
2003,20059,"$41,194",9.9
2002,20059,"$40,037",9.7
2001,20059,"$39,519",9.5
2000,20059,"$39,902",8.9
1999,20059,"$38,391",10.2
1998,20059,"$36,761",11.4
1997,20059,"$34,879",11.8
1996,20059,NA,NA
1995,20059,"$32,179",11.4
1993,20059,"$29,026",12.9
1989,20059,"$23,923",11.6
2015,20061,"$45,590",11.9
2014,20061,"$41,193",13.9
2013,20061,"$41,048",15.8
2012,20061,"$46,008",13
2011,20061,"$40,224",15.8
2010,20061,"$43,691",12.1
2009,20061,"$44,033",11.4
2008,20061,"$43,528",10.5
2007,20061,"$40,606",11.6
2006,20061,"$35,892",11.9
2005,20061,"$37,758",13.4
2004,20061,"$31,614",13
2003,20061,"$32,910",12.8
2002,20061,"$31,986",10.4
2001,20061,"$32,162",10.5
2000,20061,"$32,588",11
1999,20061,"$30,342",15.4
1998,20061,"$30,562",16.9
1997,20061,"$28,857",16.7
1996,20061,NA,NA
1995,20061,"$25,728",15.9
1993,20061,"$24,264",16.6
1989,20061,"$19,757",14.1
2015,20063,"$46,580",9.9
2014,20063,"$50,886",10.4
2013,20063,"$48,042",10.5
2012,20063,"$47,114",10.9
2011,20063,"$44,351",11.2
2010,20063,"$41,263",11.6
2009,20063,"$40,025",11.4
2008,20063,"$42,205",9.9
2007,20063,"$37,717",9.9
2006,20063,"$36,990",11.5
2005,20063,"$32,970",11.2
2004,20063,"$31,666",9.9
2003,20063,"$32,376",10
2002,20063,"$32,949",10.4
2001,20063,"$35,234",10.7
2000,20063,"$35,691",9.6
1999,20063,"$34,140",10.1
1998,20063,"$32,414",11.9
1997,20063,"$30,725",9.5
1996,20063,NA,NA
1995,20063,"$27,284",9.3
1993,20063,"$29,853",8
1989,20063,"$24,110",8
2015,20065,"$45,018",12.2
2014,20065,"$45,341",12
2013,20065,"$44,422",13.3
2012,20065,"$45,650",12
2011,20065,"$40,903",12
2010,20065,"$40,049",12.5
2009,20065,"$41,982",12.4
2008,20065,"$39,094",11.2
2007,20065,"$36,972",11.7
2006,20065,"$36,011",12.6
2005,20065,"$33,029",12.2
2004,20065,"$31,548",10.6
2003,20065,"$33,103",11
2002,20065,"$31,171",11.5
2001,20065,"$32,455",12.3
2000,20065,"$33,010",11
1999,20065,"$31,096",13.3
1998,20065,"$30,824",14.9
1997,20065,"$29,829",13.5
1996,20065,NA,NA
1995,20065,"$26,785",13.6
1993,20065,"$25,969",14.5
1989,20065,"$22,133",13.4
2015,20067,"$59,218",10.2
2014,20067,"$60,279",10.9
2013,20067,"$54,952",11.7
2012,20067,"$53,369",11.8
2011,20067,"$54,230",11.8
2010,20067,"$51,460",11.2
2009,20067,"$52,963",10.3
2008,20067,"$57,591",9.8
2007,20067,"$50,506",10.8
2006,20067,"$48,463",11
2005,20067,"$44,272",11.1
2004,20067,"$44,083",10.4
2003,20067,"$42,648",9.9
2002,20067,"$42,259",9.1
2001,20067,"$42,914",10.1
2000,20067,"$41,891",9.6
1999,20067,"$40,941",10.7
1998,20067,"$43,619",10.6
1997,20067,"$43,557",9.9
1996,20067,NA,NA
1995,20067,"$39,598",11.4
1993,20067,"$37,586",12
1989,20067,"$29,653",10.6
2015,20069,"$64,284",8.3
2014,20069,"$58,543",8.3
2013,20069,"$56,615",9.4
2012,20069,"$55,780",8.8
2011,20069,"$59,278",9.3
2010,20069,"$51,828",8.1
2009,20069,"$47,710",9.1
2008,20069,"$49,864",8.8
2007,20069,"$50,370",8.1
2006,20069,"$45,022",9.4
2005,20069,"$42,592",9.3
2004,20069,"$41,404",8.6
2003,20069,"$39,741",8.8
2002,20069,"$39,781",8.5
2001,20069,"$41,750",8.8
2000,20069,"$42,562",7.8
1999,20069,"$40,946",9.4
1998,20069,"$40,987",9.8
1997,20069,"$39,728",8.6
1996,20069,NA,NA
1995,20069,"$35,470",8.1
1993,20069,"$33,769",8.4
1989,20069,"$26,745",8.1
2015,20071,"$44,667",11.4
2014,20071,"$52,795",10.8
2013,20071,"$50,637",10
2012,20071,"$50,619",9.9
2011,20071,"$48,606",10.2
2010,20071,"$47,625",10.5
2009,20071,"$47,657",10.5
2008,20071,"$44,832",10.2
2007,20071,"$39,966",10.3
2006,20071,"$36,930",11.2
2005,20071,"$36,588",10.5
2004,20071,"$33,764",8.8
2003,20071,"$34,813",9
2002,20071,"$33,277",8.8
2001,20071,"$36,662",9.6
2000,20071,"$37,288",9.2
1999,20071,"$36,471",10
1998,20071,"$38,137",8.5
1997,20071,"$34,125",8
1996,20071,NA,NA
1995,20071,"$31,128",7
1993,20071,"$33,616",10.2
1989,20071,"$28,811",10.1
2015,20073,"$41,168",15.8
2014,20073,"$39,732",16.9
2013,20073,"$35,803",15.7
2012,20073,"$41,382",15.5
2011,20073,"$35,765",16.5
2010,20073,"$35,146",17.4
2009,20073,"$36,061",17
2008,20073,"$36,704",15.5
2007,20073,"$33,714",13.6
2006,20073,"$33,388",14.2
2005,20073,"$32,760",13.9
2004,20073,"$31,245",13.2
2003,20073,"$30,340",12.9
2002,20073,"$30,145",14
2001,20073,"$30,173",13.5
2000,20073,"$30,927",13
1999,20073,"$29,706",14.9
1998,20073,"$28,001",16.3
1997,20073,"$27,401",15.5
1996,20073,NA,NA
1995,20073,"$24,252",15.3
1993,20073,"$23,201",15.6
1989,20073,"$20,217",14.3
2015,20075,"$50,056",13.1
2014,20075,"$47,709",12.8
2013,20075,"$42,263",13.8
2012,20075,"$43,380",12.7
2011,20075,"$43,679",13.5
2010,20075,"$42,586",12.8
2009,20075,"$42,589",12.5
2008,20075,"$42,390",12.2
2007,20075,"$37,501",12.2
2006,20075,"$36,648",13
2005,20075,"$34,324",12.8
2004,20075,"$34,042",10.1
2003,20075,"$34,028",11.7
2002,20075,"$32,445",12.6
2001,20075,"$33,841",13.6
2000,20075,"$34,559",12.4
1999,20075,"$34,247",14
1998,20075,"$36,567",13
1997,20075,"$33,413",12.4
1996,20075,NA,NA
1995,20075,"$29,251",11.3
1993,20075,"$29,444",11.7
1989,20075,"$25,952",9.6
2015,20077,"$46,869",13.7
2014,20077,"$50,525",12.9
2013,20077,"$43,066",14.9
2012,20077,"$41,399",13.6
2011,20077,"$39,104",15.5
2010,20077,"$37,468",14.4
2009,20077,"$38,022",14.4
2008,20077,"$37,575",13.4
2007,20077,"$39,367",12.3
2006,20077,"$33,591",13.6
2005,20077,"$32,424",12.2
2004,20077,"$32,411",11.9
2003,20077,"$31,845",12.2
2002,20077,"$30,677",12.2
2001,20077,"$30,762",12.4
2000,20077,"$31,331",11.5
1999,20077,"$30,729",12.5
1998,20077,"$31,550",13.2
1997,20077,"$30,760",12.9
1996,20077,NA,NA
1995,20077,"$25,219",13.3
1993,20077,"$25,444",13.7
1989,20077,"$22,454",13.1
2015,20079,"$55,470",9.4
2014,20079,"$55,074",12.8
2013,20079,"$54,135",11.3
2012,20079,"$49,624",12.5
2011,20079,"$50,958",13.4
2010,20079,"$46,941",10.1
2009,20079,"$48,312",10.5
2008,20079,"$50,640",9.7
2007,20079,"$46,051",8.4
2006,20079,"$46,423",8.5
2005,20079,"$44,032",8.2
2004,20079,"$44,144",9.3
2003,20079,"$42,799",8.8
2002,20079,"$42,226",8.6
2001,20079,"$41,952",8.1
2000,20079,"$42,482",7.5
1999,20079,"$40,607",8.5
1998,20079,"$41,545",8.8
1997,20079,"$39,525",9.3
1996,20079,NA,NA
1995,20079,"$37,405",8.7
1993,20079,"$33,132",10
1989,20079,"$28,210",8.5
2015,20081,"$59,356",11.2
2014,20081,"$59,596",10.7
2013,20081,"$53,076",11.5
2012,20081,"$53,430",11.1
2011,20081,"$54,340",10.7
2010,20081,"$51,257",11
2009,20081,"$51,145",10.9
2008,20081,"$48,810",10
2007,20081,"$46,383",11
2006,20081,"$42,447",11.9
2005,20081,"$43,824",11.9
2004,20081,"$40,413",10.7
2003,20081,"$38,333",10.4
2002,20081,"$37,747",10.1
2001,20081,"$41,648",10.7
2000,20081,"$41,564",9.8
1999,20081,"$41,108",10.6
1998,20081,"$43,949",10.3
1997,20081,"$42,696",9.4
1996,20081,NA,NA
1995,20081,"$39,016",8.5
1993,20081,"$35,513",9.6
1989,20081,"$55,277",8.3
2015,20083,"$54,513",9.6
2014,20083,"$52,394",8.8
2013,20083,"$49,119",9.7
2012,20083,"$51,276",9.3
2011,20083,"$45,992",10.3
2010,20083,"$43,338",10.6
2009,20083,"$42,816",10.1
2008,20083,"$44,829",9.6
2007,20083,"$41,458",10.3
2006,20083,"$39,016",11.5
2005,20083,"$40,733",10.7
2004,20083,"$34,931",9.1
2003,20083,"$34,358",9
2002,20083,"$34,093",9.5
2001,20083,"$36,082",9.3
2000,20083,"$38,216",8.4
1999,20083,"$36,648",9.4
1998,20083,"$35,517",8.9
1997,20083,"$34,381",9.2
1996,20083,NA,NA
1995,20083,"$31,854",9
1993,20083,"$29,686",8.9
1989,20083,"$24,595",10.4
2015,20085,"$51,662",11.3
2014,20085,"$53,796",10.3
2013,20085,"$50,661",10.4
2012,20085,"$50,943",9.8
2011,20085,"$50,342",11.1
2010,20085,"$50,709",11.3
2009,20085,"$48,900",10.9
2008,20085,"$49,678",10
2007,20085,"$47,899",10.5
2006,20085,"$46,109",10.1
2005,20085,"$43,669",10.7
2004,20085,"$43,375",9.9
2003,20085,"$42,210",9.3
2002,20085,"$41,721",9.2
2001,20085,"$41,488",8.8
2000,20085,"$41,734",8.5
1999,20085,"$39,320",10.1
1998,20085,"$37,643",10.9
1997,20085,"$35,498",11.7
1996,20085,NA,NA
1995,20085,"$32,806",11.5
1993,20085,"$28,799",13.3
1989,20085,"$26,348",10.8
2015,20087,"$59,080",9.1
2014,20087,"$56,927",9.4
2013,20087,"$54,890",10.1
2012,20087,"$55,057",10.5
2011,20087,"$57,046",9.1
2010,20087,"$52,592",9
2009,20087,"$53,799",8.9
2008,20087,"$56,770",8.2
2007,20087,"$52,385",7.7
2006,20087,"$52,609",8.5
2005,20087,"$50,586",8
2004,20087,"$48,712",7.9
2003,20087,"$46,632",7.7
2002,20087,"$46,193",7.4
2001,20087,"$45,512",7.1
2000,20087,"$46,249",6.6
1999,20087,"$44,141",8
1998,20087,"$43,421",8.2
1997,20087,"$41,130",8.4
1996,20087,NA,NA
1995,20087,"$36,966",8.4
1993,20087,"$33,743",9.9
1989,20087,"$29,244",7.8
2015,20089,"$43,201",13.5
2014,20089,"$44,101",13.5
2013,20089,"$41,924",13.7
2012,20089,"$34,195",13.2
2011,20089,"$38,865",13.2
2010,20089,"$37,640",13.6
2009,20089,"$37,336",12.8
2008,20089,"$37,937",12.6
2007,20089,"$35,440",12.5
2006,20089,"$32,798",15.2
2005,20089,"$32,500",13.2
2004,20089,"$31,390",12.2
2003,20089,"$31,069",11.6
2002,20089,"$29,278",12.9
2001,20089,"$31,273",12.7
2000,20089,"$31,409",11.4
1999,20089,"$30,684",12.6
1998,20089,"$29,853",14.2
1997,20089,"$28,555",12.2
1996,20089,NA,NA
1995,20089,"$25,413",13.3
1993,20089,"$23,368",12.8
1989,20089,"$20,230",13.8
2015,20091,"$83,007",5.5
2014,20091,"$76,104",6.6
2013,20091,"$74,135",6.1
2012,20091,"$73,712",6.8
2011,20091,"$70,665",6.7
2010,20091,"$71,389",6.6
2009,20091,"$72,006",6.8
2008,20091,"$76,250",4.6
2007,20091,"$71,961",4.3
2006,20091,"$69,991",4.9
2005,20091,"$66,926",5.2
2004,20091,"$68,013",5.4
2003,20091,"$66,783",4.8
2002,20091,"$66,974",4.3
2001,20091,"$66,665",3.9
2000,20091,"$66,796",3.5
1999,20091,"$62,887",4.2
1998,20091,"$62,821",3.9
1997,20091,"$59,870",4.1
1996,20091,NA,NA
1995,20091,"$55,062",3.7
1993,20091,"$50,174",4.7
1989,20091,"$41,815",3.5
2015,20093,"$59,134",11.5
2014,20093,"$53,484",12.2
2013,20093,"$54,399",12.2
2012,20093,"$50,626",11.9
2011,20093,"$51,413",12
2010,20093,"$49,426",11.4
2009,20093,"$48,525",12.2
2008,20093,"$47,631",11.2
2007,20093,"$46,208",11.3
2006,20093,"$42,029",12.3
2005,20093,"$39,186",11.9
2004,20093,"$38,380",10.3
2003,20093,"$38,460",9.7
2002,20093,"$38,836",10.6
2001,20093,"$40,269",11
2000,20093,"$41,393",10.2
1999,20093,"$40,276",11
1998,20093,"$41,118",11.1
1997,20093,"$38,950",11.5
1996,20093,NA,NA
1995,20093,"$36,060",11.1
1993,20093,"$35,133",11
1989,20093,"$33,612",10.5
2015,20095,"$52,907",11.5
2014,20095,"$53,378",11.2
2013,20095,"$51,281",12.2
2012,20095,"$49,431",12.3
2011,20095,"$47,684",11.8
2010,20095,"$46,574",12.4
2009,20095,"$45,307",10.4
2008,20095,"$48,480",10.4
2007,20095,"$44,859",10.8
2006,20095,"$42,700",11.3
2005,20095,"$41,511",12.4
2004,20095,"$40,174",10.5
2003,20095,"$39,308",10.3
2002,20095,"$37,745",10.2
2001,20095,"$38,136",10.1
2000,20095,"$38,604",9.6
1999,20095,"$37,188",11.4
1998,20095,"$35,759",11.1
1997,20095,"$35,312",10.6
1996,20095,NA,NA
1995,20095,"$31,469",11.1
1993,20095,"$28,502",12.1
1989,20095,"$24,583",11
2015,20097,"$46,381",12.6
2014,20097,"$46,318",12.8
2013,20097,"$45,417",11.5
2012,20097,"$42,543",13.6
2011,20097,"$39,796",14.6
2010,20097,"$41,166",13.2
2009,20097,"$40,529",12.8
2008,20097,"$39,104",12.7
2007,20097,"$36,699",11.6
2006,20097,"$36,578",12.7
2005,20097,"$35,171",12.2
2004,20097,"$35,829",11.6
2003,20097,"$34,818",11
2002,20097,"$31,538",12.1
2001,20097,"$31,973",11.5
2000,20097,"$33,272",10.9
1999,20097,"$32,459",11.2
1998,20097,"$33,347",12
1997,20097,"$32,148",10.4
1996,20097,NA,NA
1995,20097,"$28,380",12.2
1993,20097,"$29,194",10.9
1989,20097,"$24,504",10.6
2015,20099,"$42,323",18.2
2014,20099,"$40,822",18.3
2013,20099,"$38,542",16.4
2012,20099,"$36,715",17.4
2011,20099,"$37,879",20.6
2010,20099,"$39,683",17.1
2009,20099,"$37,653",17.2
2008,20099,"$37,501",15.7
2007,20099,"$36,569",14.6
2006,20099,"$34,743",16.1
2005,20099,"$33,442",14.6
2004,20099,"$32,582",14.6
2003,20099,"$31,651",13.8
2002,20099,"$31,281",13.8
2001,20099,"$30,867",13.9
2000,20099,"$31,867",12.9
1999,20099,"$30,506",14.5
1998,20099,"$30,592",14.8
1997,20099,"$29,369",15.6
1996,20099,NA,NA
1995,20099,"$26,583",15.3
1993,20099,"$25,557",16.7
1989,20099,"$22,865",14.4
2015,20101,"$57,388",9.6
2014,20101,"$53,739",10.9
2013,20101,"$52,915",9.6
2012,20101,"$51,366",9.5
2011,20101,"$47,900",9.2
2010,20101,"$44,288",9.7
2009,20101,"$42,632",9.6
2008,20101,"$47,226",8.5
2007,20101,"$43,873",9.9
2006,20101,"$40,720",10.3
2005,20101,"$35,857",9.4
2004,20101,"$33,909",8.2
2003,20101,"$35,938",8.5
2002,20101,"$35,868",10
2001,20101,"$36,878",10.1
2000,20101,"$37,661",9.4
1999,20101,"$36,524",10.6
1998,20101,"$35,422",11.4
1997,20101,"$31,953",10.9
1996,20101,NA,NA
1995,20101,"$28,494",10.5
1993,20101,"$30,687",9.1
1989,20101,"$27,616",8.6
2015,20103,"$61,465",10.7
2014,20103,"$65,549",10.9
2013,20103,"$65,424",11.2
2012,20103,"$59,662",10.5
2011,20103,"$61,567",11.4
2010,20103,"$60,848",9.4
2009,20103,"$57,691",9.5
2008,20103,"$60,218",8.3
2007,20103,"$58,850",8.2
2006,20103,"$55,141",9.5
2005,20103,"$54,321",7.9
2004,20103,"$51,459",8.7
2003,20103,"$50,755",8.3
2002,20103,"$50,083",8.1
2001,20103,"$48,749",8
2000,20103,"$48,525",7.5
1999,20103,"$46,037",8.6
1998,20103,"$45,823",8.9
1997,20103,"$44,056",9.5
1996,20103,NA,NA
1995,20103,"$40,486",9
1993,20103,"$37,639",10.4
1989,20103,"$31,461",9.8
2015,20105,"$42,277",12.5
2014,20105,"$44,896",12.7
